,Joke,category
1662,How do you fix a broken tomato? With tomato paste!,One Liners
8584,Why do we press harder on a remote control when we know the batteries are getting weak?,One Liners
2536,"A husband is someone who, after taking the trash out, gives the impression that he just cleaned the whole house.",One Liners
196,"The early bird may get the worm, but the second mouse gets the cheese.",One Liners
6934,I wish there was a knob on the TV to turn up the intelligence. There's a knob called 'brightness' but it doesn't work.,One Liners
9572,"""Big foot is blurry... that's the problem!""",One Liners
3876,Q: What do you have when there are 100 rabbits standing in a row and they all start hopping backwards? A: Receding hare line.,One Liners
8642,Can you decipher this phrase? TTTTTTTTTT Tent.,One Liners
7134,"Real friends are those who, when you think you've made a fool of yourself, don't feel you've done a permanent job.",One Liners
1386,"What disasters would happen if a waiter dropped a plate of turkey? The downfall of Greece, the overthrow of Turkey and the break up of China",One Liners
6480,"We are rated with RSAC i, SafeSurf TM Rated.",One Liners
4843,The best things in life are free and the worst things in life cost only $19.95.,One Liners
6536,An active message board with hundreds of topics in which to participate.,One Liners
559,"Then there was the neat nurse, who made the patient without disturbing the bed.",One Liners
5884,Q: What's a pick up line in a gay bar?? A: Would you like me to push your stool in?,One Liners
499,The Egyptologist sneezed: Hapshepsut!,One Liners
7211,What's a specimen? An Italian astronaut!,One Liners
3986,Wait a second!!! I am NOT a loser! I have tried. I am a failure.,One Liners
8393,"If you are in darkness, then pray to God. If you are still in darkness, then go and pay your electricity bill......",One Liners
643,"What did the Zen Buddhist say to the New York hot-dog vendor? ""Make me one with everything.""",One Liners
8261,Foreign Film Any movie shown in a Texas theater that isn't a western.,One Liners
681,What's the difference between an enzyme and a hormone? You can't hear an enzyme!,One Liners
5984,"In a recent survey, 4% of men preferred fat legs; 6% preferred skinny legs; while 90% preferred something in between.",One Liners
6823,You're like school on Saturday... NO CLASS!,One Liners
564,"The wife ran into the house, screaming to her actor husband, ""Darling, come quick. Your kids and my kids are beating up on our kids!""",One Liners
8643,Can you decipher this phrase? LINE = End of the Line!,One Liners
5814,'How long will the next bus be?' 'About eighteen feet.',One Liners
5094,"When you marry, your spouse's family become ""in-laws."" So, when you divorce, does that make them ""outlaws?""",One Liners
1344,"And out of the night came the terrible scream, ""Who put the sand in the Vaseline!?""",One Liners
3589,"Don't drink and drive, you'll spill your beer.",One Liners
8696,"Turn your Pentium into a gameboy...Type ""WIN"" at the prompt.",One Liners
2596,There are two theories to arguing with women. Neither one works.,One Liners
4151,"At the end of a T.V. show, why do they say ""filmed in front of a live audience?"" Well, it wouldn't be a dead audience, would it?",One Liners
9081,"Conserve water and electricity, shower with a steamy hot friend.",One Liners
7930,"It might look like I'm doing nothing, but at the cellular level I'm really quite busy.",One Liners
3806,Why is there an L in NOEL?,One Liners
2235,"What's the difference between a toad and a horny toad? One says ""Ribbit ribbit"" and the other says ""Rubbit rubbit"".",One Liners
9444,Italian suppositories. (in-you-end-os),One Liners
414,My grandmother started walking five miles a day when she was 60. Now she's 97 years old and we don't know where the hell she is.,One Liners
7797,The dictionary is the only place where success comes before work.,One Liners
1125,Navy dentist's licence plate: TOP GUM,One Liners
2053,"Teacher: Willy, name one important thing we have today that we didn't have ten years ago. Willy: Me",One Liners
8155,How can you be sad when you are at the Sunshine Happiness Parade of Friendly Friends?,One Liners
7208,Throwing acid is wrong - in some people's eyes,One Liners
5005,The Lazy Bowl Reclining toilet: It's plush while you flush!,One Liners
4219,"Few women admit their age, Few men act theirs.",One Liners
1302,"If Barbie is so popular, why do you have to buy all her friends?",One Liners
6966,"What do you do when you're lonely on an Alaskan cruise? Answer: Go to the window and yell ""whale""",One Liners
622,I make money the old-fashioned way. My salary is the same as it was ten years ago.,One Liners
7591,And then there was the glass-blower who got hiccups and made 764 marbles.,One Liners
7452,"How do you make the number 1 disappear? Add a ""g"" to it and it's ""gone""",One Liners
3722,"I didn't lose my mind, I just let it wander and it never came back. I miss it so much.",One Liners
3425,"What did one tradesman say to another? I hope you have a ""barter"" day tomorrow.",One Liners
10,There was a dyslexic insomniac agnostic. He laid awake all night wondering if there really was a Dog.,One Liners
3239,You know your day is bad if your twin sister forgot your birthday.,One Liners
7235,I have a large seashell collection which I keep scattered all over the world.,One Liners
9438,A flaming elf. (imp-alight),One Liners
4964,"We rated with RSAC i, TM Safe Surf Rated.",One Liners
7786,A clean tie attracts the soup of the day.,One Liners
4505,Q) What do you call an ant from overseas? A) Important,One Liners
9450,how geese fly (in formation),One Liners
8243,"As a computer, I find your faith in technology amusing.",One Liners
2408,"When putting cheese in a mousetrap, always leave room for the mouse.",One Liners
3045,Why do psychics ask so many questions when they supposedly already know the answers?,One Liners
7796,The chance of forgetting something is directly proportional to...to...uhh...,One Liners
6193,What did one glass say to another glass? Lets have a break. What did one ghost say to another ghost? Do you believe in people? What did one chair say to another chair? Here comes another bum.,One Liners
1316,"Dyslexics of the world, untie!",One Liners
3110,Q: What do you call a schizophrenic Buddhist? A: Someone who is at two with the universe.,One Liners
7754,There is no job so simple that it cannot be done wrnog.,One Liners
8585,"Why does someone believe you when you say there are four billion stars, but check when you say the paint is wet?",One Liners
4710,Did you hear about the cannibal who was late to dinner? He got the cold shoulder.,One Liners
200,"When everything is coming your way, you're on the wrong side of the freeway.",One Liners
777,"Did you hear about the new dictionary for masochists? It has all the words, but they're not in alphabetical order.",One Liners
4476,"I used to be schizophrenic, but now we're just fine",One Liners
1328,Courdory pillows--they're making headlines.,One Liners
8691,Dogs crawl under fences...Software crawls under Windows95.,One Liners
6908,Professionals built the Titanic. An amateur built the ark.,One Liners
8326,It is better to remain silent and be thought a fool than to speak and remove all doubt. - Abraham Lincoln.,One Liners
4301,Why am I stronger than Tarzan? Because I can beat on my chest without screaming.,One Liners
8116,What's the hardest thing about rollerblading? Telling your parents that you are gay.,One Liners
6703,"Did you hear about the blind man who went bungee jumping?? V V V V V V V V V V V V V V He loved it, but it scared the heck out of his dog.",One Liners
2679,What kind of coffee was served on the Titanic? Sanka.,One Liners
4425,Q. How do you keep a jack ass in suspense? A. I`ll tell you tomorrow.,One Liners
5147,The landlady asked me if I minded making my own bed. I said I didn't and she said great there's a hammer and nails in the corner.,One Liners
